price,estate_type,distribution_type,space,id_solo,photos_nb,floor_nb,nb_rooms,nb_bedrooms,estate_postalcode,url2post,region
440000,1,2,41,86294232,10,2,2,1,92100,https://www.logic-immo.com/detail-vente-C5E00E09-08DA-2A8F-6FBA-12AAA5C5CD18.htm,1
440000,1,2,40,83241635,8,2,2,0,75013,https://www.logic-immo.com/detail-vente-57E8C0FB-AAFB-FE9C-8D47-032539926DFD.htm,1
440000,1,2,53,85338866,8,4,2,1,78100,https://www.logic-immo.com/detail-vente-2BF72B90-2CBF-016F-3FB4-797E36E1C355.htm,1
440000,1,2,35,86681544,10,2,2,1,75012,https://www.logic-immo.com/detail-vente-358B2699-2A01-9792-4F88-EBBC9DF89225.htm,1
440000,1,2,40,86231910,10,3,2,1,75012,https://www.logic-immo.com/detail-vente-1F0B5C0D-1C11-FFE6-8CCC-DC2C0BA8909F.htm,1
441000,1,2,100,86631668,10,2,5,3,78240,https://www.logic-immo.com/detail-vente-CBADBF41-9B0E-41C7-B7A1-08C6D8FE63B9.htm,1
441800,1,2,74,79974861,4,2,3,2,78160,https://www.logic-immo.com/detail-vente-D815EAB1-7CDB-4907-A67D-5096FD09A263.htm,1
443000,1,2,70,85277594,7,1,4,2,92270,https://www.logic-immo.com/detail-vente-DA3CA9C1-5F33-1716-9A2A-76E0E4B976DA.htm,1
443000,1,2,65,86000157,10,3,2,0,92100,https://www.logic-immo.com/detail-vente-22F89145-F59F-0B96-2B5C-D77CF5BD29A4.htm,1
445000,1,2,60,86672302,10,2,3,2,78000,https://www.logic-immo.com/detail-vente-CCADFB83-9F62-4F11-A508-6B48381B6B94.htm,1
445000,1,2,33,86666149,10,6,2,1,75017,https://www.logic-immo.com/detail-vente-521727C7-651B-7DB1-488F-78726E4DA45F.htm,1
445000,1,2,41,86609387,10,1,2,1,75017,https://www.logic-immo.com/detail-vente-4CA29A35-B5C3-31E9-6C63-24246AED70B2.htm,1
445000,1,2,78,85802592,10,10,3,2,92600,https://www.logic-immo.com/detail-vente-E27B6FD1-3753-C1BD-E82C-2C406E3D160D.htm,1
445000,1,2,51,86679309,6,1,2,1,92100,https://www.logic-immo.com/detail-vente-DBD982EC-0A56-C43D-9553-208C1FF14479.htm,1
445000,1,2,55,84989327,5,2,3,2,78100,https://www.logic-immo.com/detail-vente-221FD3E4-2DC0-5FC9-4A5A-88625ADCF2C1.htm,1
446000,1,2,31,73996517,2,4,1,0,75013,https://www.logic-immo.com/detail-vente-8948462C-6719-C785-2BBA-A4D17028A9D8.htm,1
447000,1,2,89,81027514,4,2,4,3,77700,https://www.logic-immo.com/detail-vente-22153C5E-DE42-B759-AC22-B3199D689B16.htm,1
447500,1,2,71,83286350,7,2,4,3,92270,https://www.logic-immo.com/detail-vente-6BD8C4F1-1BE6-D7AE-C148-41F853DD5C3F.htm,1
448000,1,2,32,85674007,10,2,1,1,75016,https://www.logic-immo.com/detail-vente-76773FB6-DD41-C906-6DCC-EB05D533AFB2.htm,1
448000,1,2,42,85631369,4,7,2,1,75015,https://www.logic-immo.com/detail-vente-67733048-0B62-D676-FC73-C5324FBAE9FC.htm,1
135000,1,2,68,86539639,8,1,4,3,51100,https://www.logic-immo.com/detail-vente-E92A3457-BCB3-92C4-615B-920909F4AA88.htm,2
199000,1,2,128,85487562,10,2,4,2,10300,https://www.logic-immo.com/detail-vente-3E8A15B1-C790-226D-F037-9A9B31AAE87C.htm,2
69500,1,2,59,86493387,8,1,2,1,52100,https://www.logic-immo.com/detail-vente-AE8F763A-E706-E81C-7C75-5D5DF34E78AE.htm,2
89500,1,2,85,86493392,8,1,5,2,52100,https://www.logic-immo.com/detail-vente-716B5E83-93D7-BFF6-E36E-D8D13DF0949F.htm,2
105500,1,40,86135705,10,2,-1,1,0,10600,https://www.logic-immo.com/detail-vente-BA08329D-106D-D8CF-C0CA-26DBC05A160C.htm,2
118000,1,44,86146110,8,2,-1,1,0,51100,https://www.logic-immo.com/detail-vente-1EADDDE4-A47E-2426-2EED-1A0787E609B8.htm,2
119500,1,24,86412820,4,1,-1,0,0,51100,https://www.logic-immo.com/detail-vente-2AA47780-5E6A-D0BA-99A1-766D2FA1EC9F.htm,2
135200,1,2,63,86468000,8,2,3,2,51100,https://www.logic-immo.com/detail-vente-03E88909-DF1E-8D3B-986D-0F6A58A209B0.htm,2
140000,1,29,85178619,10,1,-1,0,0,51100,https://www.logic-immo.com/detail-vente-AFC0501E-5EC2-41AC-6F8D-C389980D6197.htm,2
152000,1,39,86414393,4,2,-1,1,0,51100,https://www.logic-immo.com/detail-vente-0F35B040-D921-25CF-63FB-19E7FEFCDEC9.htm,2
160900,1,46,86357701,10,2,-1,1,0,51430,https://www.logic-immo.com/detail-vente-9BF9FDBB-B1BA-DB0B-4961-181AA2CB1329.htm,2
162000,1,65,86146107,8,3,-1,2,0,51100,https://www.logic-immo.com/detail-vente-808D5B13-E139-1607-A08B-8E73A22E11EE.htm,2
182000,1,64,86603143,8,3,-1,2,0,51100,https://www.logic-immo.com/detail-vente-3955F07A-BED3-8ACD-7CAE-3D6F1A04DD71.htm,2
196000,1,82,86146105,8,4,-1,3,0,51100,https://www.logic-immo.com/detail-vente-1BD7642F-AE6F-B191-2AE7-C1D50CC1F4A4.htm,2
201600,1,46,83758433,6,2,-1,1,0,51100,https://www.logic-immo.com/detail-vente-C6466FDE-B5BD-55E7-A64C-07668FB65B1D.htm,2
204000,1,74,86603138,8,4,-1,3,0,51100,https://www.logic-immo.com/detail-vente-1F828045-9423-D3A1-6804-C631687C00A2.htm,2
210000,1,43,85178622,10,2,-1,1,0,51100,https://www.logic-immo.com/detail-vente-A9E9BD7C-96CA-E6B7-37F9-A2C24E1EE648.htm,2
213000,1,60,86125875,8,3,-1,2,0,51430,https://www.logic-immo.com/detail-vente-5D24457E-6830-BD06-F1D9-D543200F9073.htm,2
213000,1,52,86414392,4,3,-1,2,0,51100,https://www.logic-immo.com/detail-vente-4FD0E231-5397-8438-93B4-299465EB0D79.htm,2
221000,1,82,86124253,8,4,-1,3,0,51100,https://www.logic-immo.com/detail-vente-BAC7A319-64C3-81E6-D073-FBFB4BDC3C3E.htm,2
227000,1,65,86357702,10,3,-1,2,0,51430,https://www.logic-immo.com/detail-vente-8628BF67-6EF0-DADB-59C8-A8A9F3C4BE22.htm,2
285000,1,62,85178620,10,3,-1,2,0,51100,https://www.logic-immo.com/detail-vente-D8943A9C-C972-6411-9789-059A79153736.htm,2
336000,1,80,86414390,4,4,-1,3,0,51100,https://www.logic-immo.com/detail-vente-F2168B95-41F2-56B4-291E-60E9D4C58688.htm,2
364800,1,95,86357703,10,4,-1,3,0,51430,https://www.logic-immo.com/detail-vente-7495B4BB-3159-7027-909C-548871066B55.htm,2
595000,1,128,83061202,10,5,-1,3,0,51100,https://www.logic-immo.com/detail-vente-84A7F20C-0BA2-2A55-B64B-F07968330D85.htm,2
996000,1,166,83758427,6,4,-1,3,0,51100,https://www.logic-immo.com/detail-vente-B8DBB827-CCE1-7D19-132F-37D0B9DDD27F.htm,2
65000,1,2,18,86307239,5,2,1,0,51100,https://www.logic-immo.com/detail-vente-AE5C3131-474E-DD36-9187-78A8DD6843D6.htm,2
85000,1,2,67,86320574,6,3,3,2,10600,https://www.logic-immo.com/detail-vente-8F35D71F-C652-7D6E-6671-69C9FD996555.htm,2
89000,1,2,82,86638428,7,4,2,0,08000,https://www.logic-immo.com/detail-vente-3A31EB19-2ACE-F357-FD72-E9D77DF52C12.htm,2
99360,1,2,38,86593870,4,2,2,1,51100,https://www.logic-immo.com/detail-vente-C1A1C161-6145-7A06-9C17-5C914C2508ED.htm,2
101000,1,2,71,86330049,9,3,2,0,51700,https://www.logic-immo.com/detail-vente-0A3B8830-A26D-EC32-923F-8B1DEE2B19DF.htm,2
118000,1,2,86,86331821,6,3,2,0,51000,https://www.logic-immo.com/detail-vente-A1E92FFA-68CE-6466-FF55-16B6B07063B7.htm,2
149000,1,2,43,86711871,5,1,2,1,51100,https://www.logic-immo.com/detail-vente-8D90CB2A-2A89-3004-397A-234E5268AC7F.htm,2
151500,1,2,58,86323985,6,1,2,1,51100,https://www.logic-immo.com/detail-vente-9E5EF8A3-6EAD-EDAD-4A73-C699367E898E.htm,2
167000,1,2,76,86315530,10,2,1,0,51100,https://www.logic-immo.com/detail-vente-7307B0B2-E39B-9AF2-8E6D-DB718E5B15CA.htm,2
169000,1,2,105,86329380,4,5,3,0,51430,https://www.logic-immo.com/detail-vente-9B1053E3-A76E-3C33-CE56-E03EA836D4BC.htm,2
173000,1,2,173,86033424,1,9,6,0,52100,https://www.logic-immo.com/detail-vente-5682309B-1D66-890C-235B-3167586FDA2E.htm,2
192240,1,2,74,86182377,6,4,2,0,51100,https://www.logic-immo.com/detail-vente-5A3F8A52-812C-EB98-41AC-0DB6C00F0715.htm,2
196100,1,2,62,86022439,8,1,3,2,51100,https://www.logic-immo.com/detail-vente-32B6DB6F-B106-FC08-1D9B-8F42FEC83F9D.htm,2
252000,1,2,76,86177012,8,2,4,2,51100,https://www.logic-immo.com/detail-vente-E20B2C2F-2370-4BCB-0CA5-97B3FE4F171E.htm,2
395000,1,2,152,86400212,10,4,3,0,51000,https://www.logic-immo.com/detail-vente-07C05A6D-4EE3-C08D-2B4D-3C28B4360414.htm,2
397000,1,2,123,86330076,10,5,3,0,51100,https://www.logic-immo.com/detail-vente-D8F4D22D-4DA6-3A29-9B35-463569A9A2A0.htm,2
499000,1,2,126,83329165,10,1,4,2,51100,https://www.logic-immo.com/detail-vente-07AB038F-F6CC-6460-DF8F-963E1D4AFFE8.htm,2
12500,1,2,93,86530490,4,3,2,0,08110,https://www.logic-immo.com/detail-vente-3C6DE2E3-7E68-944D-88DA-DDBDD9D9F43E.htm,2
12750,1,2,28,82891785,8,3,1,0,52100,https://www.logic-immo.com/detail-vente-3D77FC90-065D-FF4C-869E-22559AA7C0E7.htm,2
15750,1,2,38,82891773,8,1,0,0,52100,https://www.logic-immo.com/detail-vente-96C2F5E6-7BFD-9403-09A6-D038CACC905E.htm,2
22712,1,2,30,84897099,10,2,2,1,51200,https://www.logic-immo.com/detail-vente-C622F7E5-F630-8380-8779-3909162C7675.htm,2
22712,1,2,30,84896205,6,2,2,1,51200,https://www.logic-immo.com/detail-vente-7D81B8E8-9D71-E391-6929-CC317DE35AA5.htm,2
25578,1,2,34,86166442,6,2,2,1,51200,https://www.logic-immo.com/detail-vente-2DA9E500-6129-046F-9061-C1B6110EDB56.htm,2
26500,1,2,22,84522332,5,3,1,0,08200,https://www.logic-immo.com/detail-vente-80BE53F4-BA06-F53A-DC06-EEA9A99DC317.htm,2
27101,1,2,40,85709316,5,2,1,0,51200,https://www.logic-immo.com/detail-vente-569F885C-1949-DB45-0A49-54F22A2B71DE.htm,2
27500,1,2,170,86530489,3,1,6,5,08110,https://www.logic-immo.com/detail-vente-E94C2621-A798-BDBA-9367-68B4861E2C91.htm,2
28000,1,2,58,86424926,4,2,3,2,08500,https://www.logic-immo.com/detail-vente-AB7C2A39-25E5-020A-D543-66B9764958C7.htm,2
29500,1,2,70,86332383,4,3,2,0,52300,https://www.logic-immo.com/detail-vente-1BCD160F-FE9D-F162-70F1-DEB88F61A5FC.htm,2
35900,1,2,75,86395784,7,3,2,0,08200,https://www.logic-immo.com/detail-vente-97EEC3EF-C5E5-79C3-6939-288DB96410D2.htm,2
37800,1,2,35,86337257,6,2,1,0,08200,https://www.logic-immo.com/detail-vente-368CDC51-A503-C4FF-905E-A7250D442BFC.htm,2
39000,1,2,68,86162179,6,4,3,2,10100,https://www.logic-immo.com/detail-vente-AB2F0101-9ADF-D96B-0718-54EAFC380D99.htm,2
39600,1,2,9,86270776,7,8,1,9,51100,https://www.logic-immo.com/detail-vente-C4374E69-E5A8-3413-09F2-970B6C74989D.htm,2
39900,1,2,57,86530492,3,2,2,1,08200,https://www.logic-immo.com/detail-vente-224415DC-1BDF-C90E-FB35-5610B8289E99.htm,2
40000,1,2,33,85312711,5,3,1,0,51000,https://www.logic-immo.com/detail-vente-16697837-72BD-31C5-0485-5C024E7565C8.htm,2
42000,1,2,180,86331299,10,3,2,0,52400,https://www.logic-immo.com/detail-vente-CEDBD730-5660-BC8D-CD99-00248982BAEE.htm,2
42000,1,2,18,83688925,2,1,1,0,10300,https://www.logic-immo.com/detail-vente-706F0BD5-1BFE-80F7-AB6D-7F442CE12C12.htm,2
42000,1,2,180,86331299,10,3,2,0,52400,https://www.logic-immo.com/detail-vente-CEDBD730-5660-BC8D-CD99-00248982BAEE.htm,2
43000,1,2,68,81874057,8,3,4,3,08170,https://www.logic-immo.com/detail-vente-DEBD590C-221E-5416-B81E-B68607B39261.htm,2
43000,1,2,63,86595352,6,2,1,0,51290,https://www.logic-immo.com/detail-vente-89DEA2F2-9712-B84D-DD8A-BECFBBEFCFB7.htm,2
44000,1,2,77,79488215,8,-1,5,2,10160,https://www.logic-immo.com/detail-vente-DB902296-C204-DA34-4A73-7F9FEBFD9682.htm,2
45000,1,2,25,80114249,10,2,2,1,51000,https://www.logic-immo.com/detail-vente-DE23ED32-4B9F-4F63-F4FB-CD2946679357.htm,2
45000,1,2,56,81156275,7,3,3,2,08170,https://www.logic-immo.com/detail-vente-77FF8809-EBE0-4340-280C-D307A39E8B7A.htm,2
45000,1,2,0,86647065,3,-1,3,1,52100,https://www.logic-immo.com/detail-vente-51F5608E-EEC0-AAE7-ADD7-AF2F44B9EB89.htm,2
45000,1,2,64,86322165,7,3,3,2,52300,https://www.logic-immo.com/detail-vente-481F3E82-E803-FCA8-B0EC-36E1C5DD3AA9.htm,2
48000,1,2,42,81037878,9,2,4,3,52130,https://www.logic-immo.com/detail-vente-0555AD64-23AC-6AE9-5939-AFDB36AA7287.htm,2
48500,1,2,17,86315608,7,2,1,0,51100,https://www.logic-immo.com/detail-vente-31EA1860-ED52-DC42-838F-0E32BBCD7AF6.htm,2
49000,1,2,75,85926232,7,2,4,3,10700,https://www.logic-immo.com/detail-vente-9708C686-A7F0-8695-BFDC-A872BD6A22D7.htm,2
49000,1,2,23,85116290,4,2,1,0,10000,https://www.logic-immo.com/detail-vente-7C92C374-B2CB-B3C4-1083-B9E3FBD17567.htm,2
49500,1,2,86,86320187,8,4,3,0,08000,https://www.logic-immo.com/detail-vente-CA920D67-D692-976C-EB89-D433C36908AD.htm,2
49750,1,2,75,82605126,7,3,2,1,52100,https://www.logic-immo.com/detail-vente-6155D633-F865-BECA-72ED-27A167AED8A9.htm,2
50000,1,2,19,83956742,4,1,0,0,10300,https://www.logic-immo.com/detail-vente-0E40F6E1-B49B-1221-8211-D62FE9919F15.htm,2
50300,1,2,20,86209933,8,2,1,0,10000,https://www.logic-immo.com/detail-vente-B658B276-5D41-D186-B17D-7E5853E28F46.htm,2
51000,1,2,67,86306627,5,3,2,0,08200,https://www.logic-immo.com/detail-vente-FB011DBD-8FCA-6BBF-51EF-B47F783DD6FE.htm,2
52000,1,2,36,86334843,2,3,2,1,51000,https://www.logic-immo.com/detail-vente-91C009B8-0228-B95C-EE81-B741ECA6095D.htm,2
52000,1,2,67,84567341,10,2,3,2,08600,https://www.logic-immo.com/detail-vente-88ACC0D8-0A4F-E645-55FF-049CE12597EB.htm,2
53000,1,2,85,86307067,6,3,2,0,08200,https://www.logic-immo.com/detail-vente-0A322570-69CA-BF06-4611-D25D68CECB15.htm,2
53000,1,2,37,84345384,4,3,1,0,10000,https://www.logic-immo.com/detail-vente-D6BB1A4D-D341-50A3-8893-FE7F4EFD983F.htm,2
53990,1,2,55,84851882,10,3,2,1,52100,https://www.logic-immo.com/detail-vente-2A941DC9-D604-A07A-4906-B07049A538E9.htm,2
54400,1,2,17,86705987,5,2,1,0,51100,https://www.logic-immo.com/detail-vente-97581CFA-9319-8EFA-D569-CA77D1888BD7.htm,2
55000,1,2,46,86691542,6,3,2,1,51300,https://www.logic-immo.com/detail-vente-3AAC794B-6450-5610-40DC-D6899C7B3DAE.htm,2
55000,1,2,82,86560587,6,2,4,3,08000,https://www.logic-immo.com/detail-vente-50C5AD5E-5A15-C728-A825-0A4CF4481941.htm,2
55000,1,2,105,82579113,6,4,5,3,52100,https://www.logic-immo.com/detail-vente-85B2A726-23B4-74AF-D8B5-BC5EFED3D34C.htm,2
55000,1,2,55,85803283,5,1,1,0,08600,https://www.logic-immo.com/detail-vente-E35EB0A3-2FF2-94F8-5350-027803FE95C4.htm,2
56000,1,2,56,86335410,5,3,2,1,08400,https://www.logic-immo.com/detail-vente-B5121752-DCD7-F9DF-37DD-DD50520EAC6E.htm,2
56000,1,2,46,81925102,5,1,2,1,51200,https://www.logic-immo.com/detail-vente-D85FD02A-0F1F-AB17-C40B-32A28B91C9C1.htm,2
56850,1,2,52,86435313,7,2,1,1,51800,https://www.logic-immo.com/detail-vente-8F1CB973-9C37-430C-612B-E859DD48F279.htm,2
57900,1,2,55,78564776,7,2,2,1,51800,https://www.logic-immo.com/detail-vente-66033C06-7FDD-5EBB-57D8-D0C6C5BC8688.htm,2
57900,1,2,55,86730479,7,2,1,1,51800,https://www.logic-immo.com/detail-vente-DD445620-63DF-A983-FDEE-4B5AE49CEC7B.htm,2
58500,1,2,84,76618691,6,13,3,2,08000,https://www.logic-immo.com/detail-vente-F6EA57A8-3B87-1C65-A2B1-044A951F780C.htm,2
59000,1,2,66,82741379,5,-1,4,2,10110,https://www.logic-immo.com/detail-vente-31CE3156-C454-7900-B8DE-22C78D7B70B0.htm,2
59000,1,2,87,86312236,2,4,3,0,51300,https://www.logic-immo.com/detail-vente-E82A36C0-7306-BFD4-69E9-D9740AF739B5.htm,2
59120,1,2,27,84219882,5,5,1,0,51000,https://www.logic-immo.com/detail-vente-13EAA95C-F76E-3DED-04A8-355A6677E131.htm,2
59900,1,2,46,86326630,7,1,2,1,51000,https://www.logic-immo.com/detail-vente-12C4E203-84A4-7268-F6F6-ABEEEB4B0DAA.htm,2
60000,1,2,68,85628168,6,-1,4,2,10700,https://www.logic-immo.com/detail-vente-5C6B0FC3-E8F9-DF25-AE65-62AE7B58AA42.htm,2
60000,1,2,54,86689934,6,3,3,2,51000,https://www.logic-immo.com/detail-vente-E5F85F7F-A1F4-F306-DA6C-D92C0B7A3DD2.htm,2
61000,1,2,11,85357087,9,1,0,0,51100,https://www.logic-immo.com/detail-vente-96A0F492-0E21-D190-3050-1F3EBDA83A06.htm,2
61000,1,2,62,86642024,10,2,3,2,10500,https://www.logic-immo.com/detail-vente-408CE9D5-E402-7C6E-3EEB-37B1E442791C.htm,2
61050,1,2,57,78564778,6,1,2,1,51800,https://www.logic-immo.com/detail-vente-50148F85-D707-50BD-DC2B-B5BF635CCEB4.htm,2
61050,1,2,57,86730477,6,2,1,1,51800,https://www.logic-immo.com/detail-vente-6411C933-4C5F-54B2-C19B-EA7743D7AA4C.htm,2
62000,1,2,73,77565442,8,1,4,3,08600,https://www.logic-immo.com/detail-vente-9E978E92-9195-D74D-F5BF-448FF528DF9D.htm,2
62900,1,2,20,84250446,5,1,0,0,10000,https://www.logic-immo.com/detail-vente-A2B65F05-E08B-4E08-BD5B-3D99CD88D4A1.htm,2
62900,1,2,20,85219126,5,-1,1,0,10000,https://www.logic-immo.com/detail-vente-1C2DFD90-34CC-34EC-D0C7-3D20349ACE13.htm,2
63000,1,2,50,81631750,5,-1,2,1,51300,https://www.logic-immo.com/detail-vente-5280D9DA-6C25-67FF-37C7-B84B0C57474E.htm,2
65000,1,2,73,84496728,6,3,4,3,08600,https://www.logic-immo.com/detail-vente-294D1D31-76AC-43E1-4AAE-A5EB85786896.htm,2
65000,1,2,48,86625782,9,2,1,0,10700,https://www.logic-immo.com/detail-vente-480515BA-FAE9-448E-D6EF-625C8B6E1A33.htm,2
65000,1,2,47,86471597,4,3,2,0,51000,https://www.logic-immo.com/detail-vente-81FE1526-B926-4D49-C785-429470A02513.htm,2
65250,1,2,63,86730480,9,3,2,1,51800,https://www.logic-immo.com/detail-vente-B3630BBA-DAB6-FF61-3BD9-735A7AF55916.htm,2
65250,1,2,63,78564773,9,1,3,2,51800,https://www.logic-immo.com/detail-vente-3FD1003D-8268-38FE-62DF-C713592C3676.htm,2
65400,1,2,33,83417140,6,4,1,0,10000,https://www.logic-immo.com/detail-vente-EEC78BD3-75E5-D727-8AF5-BD0A8589E9C2.htm,2
65500,1,2,22,86391777,6,1,0,0,10000,https://www.logic-immo.com/detail-vente-1E556AD6-04F8-EC68-1D15-4A849B5330AE.htm,2
65900,1,2,91,86684686,6,4,3,0,08200,https://www.logic-immo.com/detail-vente-776561E0-545A-8DE7-E069-C278ECE9E7FF.htm,2
66000,1,2,25,86327662,5,1,1,0,10420,https://www.logic-immo.com/detail-vente-47E4F436-28CE-1D1F-220F-3136AD69544C.htm,2
66000,1,2,49,85387556,6,1,2,1,51120,https://www.logic-immo.com/detail-vente-557FF0AC-4DA6-E2BB-7389-7132A85528E9.htm,2
66000,1,2,78,82464928,4,4,4,3,52100,https://www.logic-immo.com/detail-vente-00CA04D6-5148-68B8-9998-C2ECE8679CE5.htm,2
66300,1,2,66,86730478,7,3,2,1,51800,https://www.logic-immo.com/detail-vente-D3FC4AB0-4DCD-E02B-D0FE-081C4AF5D899.htm,2
66300,1,2,66,78564777,8,3,2,1,51800,https://www.logic-immo.com/detail-vente-FF3C6A7E-0E64-4653-C864-228EF6ED27DD.htm,2
68000,1,2,74,81327556,10,-1,3,2,52100,https://www.logic-immo.com/detail-vente-1D5A3A62-A29A-E712-B74B-A2A7AAB3C9A4.htm,2
69000,1,2,62,85651807,7,3,1,0,10370,https://www.logic-immo.com/detail-vente-C3B21121-0C2C-8E2D-6D58-80E82525AF38.htm,2
69000,1,2,62,86315819,9,1,2,1,10000,https://www.logic-immo.com/detail-vente-C528E189-8393-ACC9-3C31-F55C2FC80826.htm,2
69000,1,2,65,77286893,5,2,3,2,08600,https://www.logic-immo.com/detail-vente-EAD8994B-09ED-7BB4-51EB-AEBAF5350717.htm,2
69000,1,2,57,83369306,6,-1,3,2,52000,https://www.logic-immo.com/detail-vente-A869C563-23FF-8DFD-8E95-DD19FF7F7BE3.htm,2
69000,1,2,37,85932593,7,2,1,0,10000,https://www.logic-immo.com/detail-vente-AEE16F96-3AFB-D482-643D-F49E65C02384.htm,2
69000,1,2,55,83316062,8,4,3,2,51000,https://www.logic-immo.com/detail-vente-992A4A54-D451-055E-C4CF-CFC138CF0AAD.htm,2
69000,1,2,64,86313806,10,1,3,2,08600,https://www.logic-immo.com/detail-vente-5B96298E-2A10-A6BC-BA31-D21533583070.htm,2
69000,1,2,95,86642176,9,8,5,4,08000,https://www.logic-immo.com/detail-vente-59FFC486-AAB4-99F8-9DBC-37F2D65E72C3.htm,2
69500,1,2,59,85875525,5,1,3,1,52100,https://www.logic-immo.com/detail-vente-7D0BA010-3F79-4CAA-8C7F-FDB2F37F8AFE.htm,2
69500,1,2,89,83830058,4,-1,3,2,08000,https://www.logic-immo.com/detail-vente-344AA95A-89DB-D4E9-E884-7BE7F386C03F.htm,2
69500,1,2,72,86435289,8,3,2,1,51800,https://www.logic-immo.com/detail-vente-216E94CC-3E32-69F6-FC64-F45D870219FB.htm,2
69900,1,2,75,86310406,4,3,2,0,51000,https://www.logic-immo.com/detail-vente-342F1653-C977-1DB8-0928-ED830D95C60A.htm,2
69999,1,2,53,86308702,7,3,2,0,10600,https://www.logic-immo.com/detail-vente-7988EE32-2D83-C730-9C33-AA7902556A7E.htm,2
70000,1,2,36,86306415,5,2,1,0,51000,https://www.logic-immo.com/detail-vente-B5DD7211-C95C-C818-1C66-83008AF46DD9.htm,2
70000,1,2,57,82579105,4,-1,3,1,52100,https://www.logic-immo.com/detail-vente-3BE62278-B6F2-C22D-B819-27BA9CCE163E.htm,2
70000,1,2,37,86713692,7,2,1,0,51200,https://www.logic-immo.com/detail-vente-394026B5-6AFC-2655-A1F8-095D14339661.htm,2
70000,1,2,130,86060820,5,-1,4,0,10240,https://www.logic-immo.com/detail-vente-444B25D1-35DA-37EC-3AB4-AE7C6CE9A5EC.htm,2
70000,1,2,57,81113848,6,3,1,0,52100,https://www.logic-immo.com/detail-vente-1364ABB1-0B0F-0E97-21A5-9C7AE1B78EE5.htm,2
71000,1,2,42,86334829,1,2,1,0,51470,https://www.logic-immo.com/detail-vente-90CF0959-1184-8BF4-5FFE-8C3FA24CB60A.htm,2
71500,1,2,54,83714762,7,2,1,0,51000,https://www.logic-immo.com/detail-vente-05A8BEAA-E9A8-B6BD-40E8-07BB39ED521A.htm,2
72000,1,2,62,83718352,5,4,2,1,51200,https://www.logic-immo.com/detail-vente-7A60FA53-A389-2EE5-BBA2-4321080CFDE2.htm,2
72000,1,2,35,86409714,1,-1,1,0,51100,https://www.logic-immo.com/detail-vente-B72314BD-62A8-4248-521F-0C22EB3D8A4F.htm,2
72000,1,2,60,84363049,6,2,3,2,10600,https://www.logic-immo.com/detail-vente-5D71535B-29F0-20D5-158A-31355B645801.htm,2
72500,1,2,62,86701419,6,1,3,2,10600,https://www.logic-immo.com/detail-vente-FE7BDF9A-04B1-45E8-B560-598B019C888D.htm,2
72500,1,2,62,86712717,6,1,3,2,10600,https://www.logic-immo.com/detail-vente-171DF187-D3E0-6093-9D83-848E0A4CFA61.htm,2
74900,1,2,74,85784448,9,5,3,2,10000,https://www.logic-immo.com/detail-vente-AB612BE7-A883-5259-3DF6-EB045754BD85.htm,2
75000,1,2,77,85084474,6,3,4,2,52100,https://www.logic-immo.com/detail-vente-D34E7570-B3F6-0A00-8C72-99B890651A29.htm,2
75000,1,2,75,86712056,5,3,2,0,52100,https://www.logic-immo.com/detail-vente-D5F41947-3185-6290-708C-051F94387C72.htm,2
75000,1,2,83,85088726,6,1,3,2,08600,https://www.logic-immo.com/detail-vente-D948873B-45C5-7C43-6E4F-C0A76F31EB7F.htm,2
75000,1,2,77,76784305,7,3,4,3,08600,https://www.logic-immo.com/detail-vente-67D61412-12BC-4AA1-EFEB-3281904F13C7.htm,2
75000,1,2,31,82157750,1,2,1,0,51100,https://www.logic-immo.com/detail-vente-4DC27CF3-3B5C-10A0-B1A9-E77B453E3D70.htm,2
75000,1,2,83,86310596,2,2,1,0,10230,https://www.logic-immo.com/detail-vente-2BD8422D-5CD5-9CAF-0C16-DE63D8441E68.htm,2
75000,1,2,71,84577599,6,3,2,0,08200,https://www.logic-immo.com/detail-vente-B9D1FC5B-D25B-A1BF-0961-785172904CC5.htm,2
75000,1,2,65,86309606,10,4,2,0,52000,https://www.logic-immo.com/detail-vente-F288B37E-3D62-3439-8D90-A58F510C457C.htm,2
76000,1,2,43,86320155,7,2,2,1,10000,https://www.logic-immo.com/detail-vente-B770F925-A43E-4635-A891-6615CCBC444A.htm,2
76000,1,2,26,84208671,4,1,1,0,10000,https://www.logic-immo.com/detail-vente-603651A0-2863-AF5E-9A31-975D2736461F.htm,2
76300,1,2,36,81116032,5,1,1,0,51100,https://www.logic-immo.com/detail-vente-E77A2D44-C233-BE81-9D98-093DB18AC652.htm,2
76500,1,2,15,86327375,6,1,0,0,51100,https://www.logic-immo.com/detail-vente-D3F357A4-5F66-4A7E-4948-9F36C11C9797.htm,2
76500,1,2,58,86496687,3,1,3,1,51100,https://www.logic-immo.com/detail-vente-DECB0FD1-24BE-27CC-A79A-1BB56A596A5D.htm,2
76500,1,2,68,86632435,7,5,3,2,10600,https://www.logic-immo.com/detail-vente-6D7B6D3C-2D37-8EA7-6387-79DF22952C34.htm,2
76500,1,2,58,85618448,3,1,3,1,51100,https://www.logic-immo.com/detail-vente-FCF54BF7-A65F-804C-9275-3E3CF96CF5DC.htm,2
77500,1,2,38,84418516,5,2,1,0,51200,https://www.logic-immo.com/detail-vente-7CAC3DFF-67FF-96D0-B0EC-86833A679AD0.htm,2
